layout_id,node_id,node_role,space_type,floor_id,physical_floor,component_id,community_id,degree,degree_cent,betweenness,closeness,clustering
BB_03,29,room,Living,4,2,0,0,4,0.028571,0.084199,0.118636,0.5
BB_03,30,room,Bath,0,0,2,1,4,0.028571,0.01051,0.100446,0.666667
BB_03,31,room,Bath,2,1,1,2,4,0.028571,0.008363,0.100762,0.666667
BB_03,32,room,Hall,4,2,0,0,5,0.035714,0.121036,0.113515,0.4
BB_03,33,room,Bath,4,2,0,0,4,0.028571,0.003659,0.101145,0.666667
BB_03,34,room,Hall,2,1,1,2,5,0.035714,0.057099,0.095058,0.4
BB_03,35,room,Living,4,2,0,0,4,0.028571,0.038399,0.094482,0.5
BB_03,36,room,Bedroom,2,1,1,2,4,0.028571,0.081436,0.113641,0.5
BB_03,37,room,Hall,0,0,2,10,6,0.042857,0.101859,0.09579,0.333333
BB_03,38,room,Kitchen,2,1,1,2,4,0.028571,0.004818,0.082592,0.5
BB_03,39,room,Kitchen,4,2,0,0,4,0.028571,0.009903,0.116019,0.666667
BB_03,40,room,Bedroom1,0,0,2,1,4,0.028571,0.119492,0.116647,0.5
BB_03,41,room,Living,2,1,1,2,3,0.021429,0.010145,0.076722,0.333333
BB_03,42,room,Kitchen,0,0,2,10,4,0.028571,0.003246,0.081719,0.666667
BB_03,43,room,Bedroom2,0,0,2,10,5,0.035714,0.009377,0.076938,0.5
BB_03,44,room,Living,0,0,2,10,3,0.021429,0.007323,0.076128,0.666667
BB_03,45,room,Bath,0,0,2,10,5,0.035714,0.016798,0.081719,0.5
BB_03,46,room,Bath,2,1,1,2,4,0.028571,0.015781,0.083046,0.5
BB_03,47,room,Hall,0,0,2,10,4,0.028571,0.014798,0.08126,0.5
BB_03,48,room,Bedroom1,2,1,1,2,3,0.021429,0.003704,0.069015,0.333333
BB_03,49,room,Hall,2,1,1,2,6,0.042857,0.080193,0.083968,0.333333
BB_03,50,room,Bath,4,2,0,0,4,0.028571,0.004968,0.08218,0.666667
BB_03,51,room,Kitchen,0,0,2,10,4,0.028571,0.002727,0.06759,0.5
BB_03,52,room,Living,0,0,2,10,2,0.014286,0.0,0.079474,1.0
BB_03,53,room,Kitchen,2,1,1,2,3,0.021429,0.019163,0.082143,0.666667
BB_03,54,room,Hall,4,2,0,0,5,0.035714,0.027786,0.08261,0.4
BB_03,55,room,Bedroom,4,2,0,0,3,0.021429,0.00054,0.076225,0.666667
BB_03,56,room,Bedroom2,2,1,1,2,3,0.021429,0.000483,0.067777,0.666667
BB_03,57,room,Living,2,1,1,2,2,0.014286,0.0,0.067474,1.0
BB_03,58,room,Kitchen,4,2,0,0,3,0.021429,0.019658,0.081754,0.666667
BB_03,59,room,Living,4,2,0,0,2,0.014286,0.0,0.066858,1.0
BB_03,60,room,Bath,1,0,2,5,3,0.021429,0.020034,0.087662,0.666667
BB_03,61,room,Hall,3,1,1,8,4,0.028571,0.023108,0.084912,0.5
BB_03,62,room,Bath,3,1,1,8,3,0.021429,0.020129,0.083968,0.666667
BB_03,63,room,Hall,1,0,2,5,5,0.035714,0.043266,0.089286,0.4
BB_03,64,room,Living,3,1,1,8,4,0.028571,0.01428,0.084912,0.5
BB_03,65,room,Hall,5,2,0,7,6,0.042857,0.073651,0.092815,0.333333
BB_03,66,room,Bath,5,2,0,7,3,0.021429,0.018733,0.090681,0.666667
BB_03,67,room,Bedroom,1,0,2,5,2,0.014286,0.0,0.070557,1.0
BB_03,68,room,Kitchen,1,0,2,5,4,0.028571,0.01936,0.088738,0.5
BB_03,69,room,Bedroom1,5,2,0,7,2,0.014286,0.0,0.073389,1.0
BB_03,70,room,Kitchen,3,1,1,8,2,0.014286,0.0,0.068082,1.0
BB_03,71,room,Kitchen,5,2,0,7,4,0.028571,0.012442,0.091736,0.666667
BB_03,72,room,Living,1,0,2,5,3,0.021429,0.002862,0.072685,0.333333
BB_03,73,room,Bedroom2,5,2,0,7,5,0.035714,0.003084,0.075496,0.5
BB_03,74,room,Living,5,2,0,7,3,0.021429,0.001156,0.07478,0.666667
BB_03,75,room,Bath,1,0,2,5,4,0.028571,0.016921,0.089286,0.5
BB_03,76,room,Bath,3,1,1,8,4,0.028571,0.011816,0.084912,0.666667
BB_03,77,room,Hall,5,2,0,7,4,0.028571,0.021472,0.091206,0.5
BB_03,78,room,Bath,5,2,0,7,5,0.035714,0.029838,0.091736,0.5
BB_03,79,room,Hall,3,1,1,8,5,0.035714,0.020087,0.085391,0.4
BB_03,80,room,Living,5,2,0,7,3,0.021429,0.00751,0.096211,0.666667
BB_03,81,room,Bedroom,3,1,1,8,3,0.021429,0.000515,0.069651,0.666667
BB_03,82,room,Hall,1,0,2,5,6,0.042857,0.0335,0.090402,0.333333
BB_03,83,room,Kitchen,3,1,1,8,4,0.028571,0.006514,0.090505,0.666667
BB_03,84,room,Kitchen,5,2,0,7,4,0.028571,0.002498,0.07478,0.5
BB_03,85,room,Bedroom1,1,0,2,5,3,0.021429,0.003872,0.073052,0.333333
BB_03,86,room,Living,3,1,1,8,3,0.021429,0.005032,0.087874,0.666667
BB_03,87,room,Kitchen,1,0,2,5,4,0.028571,0.005799,0.094538,0.666667
BB_03,88,room,Bedroom2,1,0,2,5,4,0.028571,0.004536,0.092129,0.666667
BB_03,89,room,Living,1,0,2,5,3,0.021429,0.004199,0.091546,0.666667
BB_03,90,room,Bath,1,0,2,9,4,0.028571,0.005322,0.093318,0.666667
BB_03,91,room,Bath,3,1,1,3,4,0.028571,0.008714,0.091602,0.666667
BB_03,92,room,Hall,1,0,2,9,4,0.028571,0.00463,0.087134,0.5
BB_03,93,room,Bedroom1,3,1,1,3,3,0.021429,0.007555,0.089434,0.666667
BB_03,94,room,Hall,3,1,1,3,6,0.042857,0.059277,0.087874,0.333333
BB_03,95,room,Bath,5,2,0,4,4,0.028571,0.006811,0.096801,0.666667
BB_03,96,room,Kitchen,1,0,2,9,3,0.021429,0.003722,0.090402,0.666667
BB_03,97,room,Living,1,0,2,9,4,0.028571,0.015741,0.087134,0.5
BB_03,98,room,Kitchen,3,1,1,3,4,0.028571,0.011553,0.086864,0.666667
BB_03,99,room,Hall,5,2,0,4,5,0.035714,0.025952,0.091736,0.4
BB_03,100,room,Bedroom,5,2,0,4,3,0.021429,0.005038,0.093364,0.666667
BB_03,101,room,Bedroom2,3,1,1,3,5,0.035714,0.003172,0.071973,0.5
BB_03,102,room,Living,3,1,1,3,3,0.021429,0.001208,0.071294,0.666667
BB_03,103,room,Kitchen,5,2,0,4,4,0.028571,0.016524,0.091206,0.5
BB_03,104,room,Living,5,2,0,4,3,0.021429,0.002621,0.07478,0.333333
BB_03,105,room,Bath,1,0,2,9,4,0.028571,0.0133,0.087134,0.666667
BB_03,106,room,Hall,3,1,1,3,4,0.028571,0.020435,0.086367,0.5
BB_03,107,room,Bath,3,1,1,3,5,0.035714,0.030796,0.086864,0.5
BB_03,108,room,Hall,1,0,2,9,5,0.035714,0.037205,0.087662,0.4
BB_03,109,room,Living,3,1,1,3,2,0.014286,0.0,0.084437,1.0
BB_03,110,room,Hall,5,2,0,4,6,0.042857,0.082177,0.092815,0.333333
BB_03,111,room,Bath,5,2,0,4,4,0.028571,0.019118,0.091736,0.5
BB_03,112,room,Bedroom,1,0,2,9,3,0.021429,0.000589,0.070903,0.666667
BB_03,113,room,Kitchen,1,0,2,9,3,0.021429,0.020455,0.086612,0.666667
BB_03,114,room,Bedroom1,5,2,0,4,3,0.021429,0.003546,0.075136,0.333333
BB_03,115,room,Kitchen,3,1,1,3,4,0.028571,0.002609,0.071294,0.5
BB_03,116,room,Kitchen,5,2,0,4,3,0.021429,0.01881,0.090681,0.666667
BB_03,117,room,Living,1,0,2,9,2,0.014286,0.0,0.06954,1.0
BB_03,118,room,Bedroom2,5,2,0,4,3,0.021429,0.000463,0.073732,0.666667
BB_03,119,room,Living,5,2,0,4,2,0.014286,0.0,0.073389,1.0
BB_03,120,corridor,Corridor,0,0,2,1,7,0.05,0.39063,0.128003,0.285714
BB_03,121,corridor,Corridor,0,0,2,1,7,0.05,0.195637,0.101861,0.285714
BB_03,122,corridor,Corridor,0,0,2,10,7,0.05,0.178314,0.103316,0.285714
BB_03,123,corridor,Corridor,1,1,1,2,6,0.042857,0.376564,0.128087,0.333333
BB_03,124,corridor,Corridor,1,1,1,6,7,0.05,0.248733,0.10496,0.285714
BB_03,125,corridor,Corridor,1,1,1,2,7,0.05,0.246111,0.10496,0.285714
BB_03,126,corridor,Corridor,2,2,0,0,8,0.057143,0.350169,0.131488,0.25
BB_03,127,corridor,Corridor,2,2,0,0,7,0.05,0.203973,0.105896,0.285714
BB_03,128,corridor,Corridor,2,2,0,0,7,0.05,0.171708,0.104494,0.285714
BB_03,129,corridor,Corridor,0,0,2,5,8,0.057143,0.189888,0.11954,0.25
BB_03,130,corridor,Corridor,0,0,2,5,8,0.057143,0.293379,0.115714,0.25
BB_03,131,corridor,Corridor,0,0,2,9,8,0.057143,0.2737,0.113892,0.25
BB_03,132,corridor,Corridor,1,1,1,3,7,0.05,0.154366,0.113641,0.285714
BB_03,133,corridor,Corridor,1,1,1,8,8,0.057143,0.266603,0.109524,0.25
BB_03,134,corridor,Corridor,1,1,1,3,8,0.057143,0.286855,0.111134,0.25
BB_03,135,corridor,Corridor,2,2,0,4,6,0.042857,0.128223,0.121374,0.333333
BB_03,136,corridor,Corridor,2,2,0,7,8,0.057143,0.322678,0.118636,0.25
BB_03,137,corridor,Corridor,2,2,0,4,8,0.057143,0.318555,0.118636,0.25
BB_03,138,core,Core,0,0,2,1,6,0.042857,0.543287,0.13908,0.266667
BB_03,139,core,Core,1,1,1,3,6,0.042857,0.539062,0.133755,0.266667
BB_03,140,core,Core,2,2,0,0,7,0.05,0.558107,0.143442,0.238095
