layout_id,layout_family,variation_name,room_id,room_type,apartment_id,floor_id,zone_type,object_name,centroid_x,centroid_y,centroid_z,area,volume,width,depth,height,is_closed,has_door_geometry,has_window_geometry
BB_02,two_bars,long_spine,BB_02_F00_3_Bedroom_01,Bedroom,3,0,private,BB_02_F00_3_Bedroom_01,6.775758,10.325000,5.400000,42.063636,17.792970,1.884848,2.950000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F00_3_Hall_01,Hall,3,0,circulation,BB_02_F00_3_Hall_01,8.339394,9.400000,5.400000,44.198788,12.939636,0.842424,4.800000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F00_3_Kitchen_01,Kitchen,3,0,private,BB_02_F00_3_Kitchen_01,10.163636,7.825000,5.400000,33.898788,12.704000,2.406061,1.650000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F00_3_Living_01,Living,3,0,private,BB_02_F00_3_Living_01,10.163636,10.325000,5.400000,48.474545,22.713212,2.406061,2.950000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F00_4_Bath_01,Bath,4,0,service,BB_02_F00_4_Bath_01,12.509091,4.175000,5.400000,28.843030,9.952000,1.884848,1.650000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F00_4_Bedroom_01,Bedroom,4,0,private,BB_02_F00_4_Bedroom_01,12.509091,1.675000,5.400000,42.063636,17.792970,1.884848,2.950000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F00_4_Hall_01,Hall,4,0,circulation,BB_02_F00_4_Hall_01,14.072727,2.600000,5.400000,44.198788,12.939636,0.842424,4.800000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F00_4_Kitchen_01,Kitchen,4,0,private,BB_02_F00_4_Kitchen_01,15.896970,4.175000,5.400000,33.898788,12.704000,2.406061,1.650000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F00_4_Living_01,Living,4,0,private,BB_02_F00_4_Living_01,15.896970,1.675000,5.400000,48.474545,22.713212,2.406061,2.950000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F00_5_Bath_01,Bath,5,0,service,BB_02_F00_5_Bath_01,12.509091,7.825000,5.400000,28.843030,9.952000,1.884848,1.650000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F00_5_Bedroom_01,Bedroom1,5,0,private,BB_02_F00_5_Bedroom_01,12.509091,10.325000,5.400000,42.063636,17.792970,1.884848,2.950000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F00_5_Hall_01,Hall,5,0,circulation,BB_02_F00_5_Hall_01,14.072727,9.400000,5.400000,44.198788,12.939636,0.842424,4.800000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F00_5_Kitchen_01,Kitchen,5,0,private,BB_02_F00_5_Kitchen_01,15.896970,7.370000,5.400000,23.695758,5.697552,2.406061,0.740000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F00_5_Bedroom_02,Bedroom2,5,0,private,BB_02_F00_5_Bedroom_02,15.896970,8.880000,5.400000,36.477576,14.474861,2.406061,1.880000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F00_5_Living_01,Living,5,0,private,BB_02_F00_5_Living_01,15.896970,10.910000,5.400000,35.356364,13.704921,2.406061,1.780000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F00_6_Bath_01,Bath,6,0,service,BB_02_F00_6_Bath_01,19.842424,4.175000,5.400000,28.843030,9.952000,1.884848,1.650000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F00_6_Bedroom_01,Bedroom1,6,0,private,BB_02_F00_6_Bedroom_01,19.842424,1.675000,5.400000,42.063636,17.792970,1.884848,2.950000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F00_6_Hall_01,Hall,6,0,circulation,BB_02_F00_6_Hall_01,21.406061,2.600000,5.400000,44.198788,12.939636,0.842424,4.800000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F00_6_Kitchen_01,Kitchen,6,0,private,BB_02_F00_6_Kitchen_01,23.230303,4.630000,5.400000,23.695758,5.697552,2.406061,0.740000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F00_6_Bedroom_02,Bedroom2,6,0,private,BB_02_F00_6_Bedroom_02,23.230303,3.120000,5.400000,36.477576,14.474861,2.406061,1.880000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F00_6_Living_01,Living,6,0,private,BB_02_F00_6_Living_01,23.230303,1.090000,5.400000,35.356364,13.704921,2.406061,1.780000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F00_7_Bath_01,Bath,7,0,service,BB_02_F00_7_Bath_01,19.596296,7.964286,5.400000,26.626878,8.594286,1.392593,1.928571,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F00_7_Kitchen_01,Kitchen,7,0,private,BB_02_F00_7_Kitchen_01,19.596296,10.464286,5.400000,33.450159,11.904677,1.392593,2.671429,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F00_7_Hall_01,Hall,7,0,circulation,BB_02_F00_7_Hall_01,20.870370,9.400000,5.400000,42.808889,11.605333,0.755556,4.800000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F00_7_Living_01,Living,7,0,private,BB_02_F00_7_Living_01,22.940741,9.400000,5.400000,78.482963,45.852444,2.985185,4.800000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F00_8_Bath_01,Bath,8,0,service,BB_02_F00_8_Bath_01,25.329630,4.035714,5.400000,26.626878,8.594286,1.392593,1.928571,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F00_8_Kitchen_01,Kitchen,8,0,private,BB_02_F00_8_Kitchen_01,25.329630,1.535714,5.400000,33.450159,11.904677,1.392593,2.671429,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F00_8_Hall_01,Hall,8,0,circulation,BB_02_F00_8_Hall_01,26.603704,2.600000,5.400000,42.808889,11.605333,0.755556,4.800000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F00_8_Living_01,Living,8,0,private,BB_02_F00_8_Living_01,28.674074,2.600000,5.400000,78.482963,45.852444,2.985185,4.800000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F00_9_Bath_01,Bath,9,0,service,BB_02_F00_9_Bath_01,25.575758,7.825000,5.400000,28.843030,9.952000,1.884848,1.650000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F00_9_Bedroom_01,Bedroom,9,0,private,BB_02_F00_9_Bedroom_01,25.575758,10.325000,5.400000,42.063636,17.792970,1.884848,2.950000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F00_9_Hall_01,Hall,9,0,circulation,BB_02_F00_9_Hall_01,27.139394,9.400000,5.400000,44.198788,12.939636,0.842424,4.800000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F00_9_Kitchen_01,Kitchen,9,0,private,BB_02_F00_9_Kitchen_01,28.963636,7.825000,5.400000,33.898788,12.704000,2.406061,1.650000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F00_9_Living_01,Living,9,0,private,BB_02_F00_9_Living_01,28.963636,10.325000,5.400000,48.474545,22.713212,2.406061,2.950000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F00_10_Bath_01,Bath,10,0,service,BB_02_F00_10_Bath_01,31.309091,4.175000,5.400000,28.843030,9.952000,1.884848,1.650000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F00_10_Bedroom_01,Bedroom,10,0,private,BB_02_F00_10_Bedroom_01,31.309091,1.675000,5.400000,42.063636,17.792970,1.884848,2.950000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F00_10_Hall_01,Hall,10,0,circulation,BB_02_F00_10_Hall_01,32.872727,2.600000,5.400000,44.198788,12.939636,0.842424,4.800000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F00_10_Kitchen_01,Kitchen,10,0,private,BB_02_F00_10_Kitchen_01,34.646970,4.175000,5.400000,32.928788,12.176000,2.306061,1.650000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F00_10_Living_01,Living,10,0,private,BB_02_F00_10_Living_01,34.646970,1.675000,5.400000,47.244545,21.769212,2.306061,2.950000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F00_11_Bath_01,Bath,11,0,service,BB_02_F00_11_Bath_01,31.309091,7.825000,5.400000,28.843030,9.952000,1.884848,1.650000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F00_11_Bedroom_01,Bedroom1,11,0,private,BB_02_F00_11_Bedroom_01,31.309091,10.325000,5.400000,42.063636,17.792970,1.884848,2.950000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F00_11_Hall_01,Hall,11,0,circulation,BB_02_F00_11_Hall_01,32.872727,9.400000,5.400000,44.198788,12.939636,0.842424,4.800000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F00_11_Kitchen_01,Kitchen,11,0,private,BB_02_F00_11_Kitchen_01,34.646970,7.370000,5.400000,22.907758,5.460752,2.306061,0.740000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F00_11_Bedroom_02,Bedroom2,11,0,private,BB_02_F00_11_Bedroom_02,34.646970,8.880000,5.400000,35.461576,13.873261,2.306061,1.880000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F00_11_Living_01,Living,11,0,private,BB_02_F00_11_Living_01,34.646970,10.910000,5.400000,34.360364,13.135321,2.306061,1.780000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F01_12_Bath_01,Bath,12,1,service,BB_02_F01_12_Bath_01,1.092424,27.175000,5.400000,27.873030,9.424000,1.784848,1.650000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F01_12_Bedroom_01,Bedroom1,12,1,private,BB_02_F01_12_Bedroom_01,1.092424,24.675000,5.400000,40.833636,16.848970,1.784848,2.950000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F01_12_Hall_01,Hall,12,1,circulation,BB_02_F01_12_Hall_01,2.606061,25.600000,5.400000,44.198788,12.939636,0.842424,4.800000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F01_12_Kitchen_01,Kitchen,12,1,private,BB_02_F01_12_Kitchen_01,4.430303,27.630000,5.400000,23.695758,5.697552,2.406061,0.740000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F01_12_Bedroom_02,Bedroom2,12,1,private,BB_02_F01_12_Bedroom_02,4.430303,26.120000,5.400000,36.477576,14.474861,2.406061,1.880000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F01_12_Living_01,Living,12,1,private,BB_02_F01_12_Living_01,4.430303,24.090000,5.400000,35.356364,13.704921,2.406061,1.780000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F01_13_Bath_01,Bath,13,1,service,BB_02_F01_13_Bath_01,0.846296,30.964286,5.400000,25.601164,7.977143,1.292593,1.928571,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F01_13_Kitchen_01,Kitchen,13,1,private,BB_02_F01_13_Kitchen_01,0.846296,33.464286,5.400000,32.275873,11.049820,1.292593,2.671429,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F01_13_Hall_01,Hall,13,1,circulation,BB_02_F01_13_Hall_01,2.070370,32.400000,5.400000,42.808889,11.605333,0.755556,4.800000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F01_13_Living_01,Living,13,1,private,BB_02_F01_13_Living_01,4.140741,32.400000,5.400000,78.482963,45.852444,2.985185,4.800000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F01_14_Bath_01,Bath,14,1,service,BB_02_F01_14_Bath_01,6.529630,27.035714,5.400000,26.626878,8.594286,1.392593,1.928571,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F01_14_Kitchen_01,Kitchen,14,1,private,BB_02_F01_14_Kitchen_01,6.529630,24.535714,5.400000,33.450159,11.904677,1.392593,2.671429,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F01_14_Hall_01,Hall,14,1,circulation,BB_02_F01_14_Hall_01,7.803704,25.600000,5.400000,42.808889,11.605333,0.755556,4.800000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F01_14_Living_01,Living,14,1,private,BB_02_F01_14_Living_01,9.874074,25.600000,5.400000,78.482963,45.852444,2.985185,4.800000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F01_15_Bath_01,Bath,15,1,service,BB_02_F01_15_Bath_01,6.775758,30.825000,5.400000,28.843030,9.952000,1.884848,1.650000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F01_15_Bedroom_01,Bedroom,15,1,private,BB_02_F01_15_Bedroom_01,6.775758,33.325000,5.400000,42.063636,17.792970,1.884848,2.950000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F01_15_Hall_01,Hall,15,1,circulation,BB_02_F01_15_Hall_01,8.339394,32.400000,5.400000,44.198788,12.939636,0.842424,4.800000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F01_15_Kitchen_01,Kitchen,15,1,private,BB_02_F01_15_Kitchen_01,10.163636,30.825000,5.400000,33.898788,12.704000,2.406061,1.650000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F01_15_Living_01,Living,15,1,private,BB_02_F01_15_Living_01,10.163636,33.325000,5.400000,48.474545,22.713212,2.406061,2.950000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F01_16_Bath_01,Bath,16,1,service,BB_02_F01_16_Bath_01,12.509091,27.175000,5.400000,28.843030,9.952000,1.884848,1.650000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F01_16_Bedroom_01,Bedroom,16,1,private,BB_02_F01_16_Bedroom_01,12.509091,24.675000,5.400000,42.063636,17.792970,1.884848,2.950000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F01_16_Hall_01,Hall,16,1,circulation,BB_02_F01_16_Hall_01,14.072727,25.600000,5.400000,44.198788,12.939636,0.842424,4.800000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F01_16_Kitchen_01,Kitchen,16,1,private,BB_02_F01_16_Kitchen_01,15.896970,27.175000,5.400000,33.898788,12.704000,2.406061,1.650000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F01_16_Living_01,Living,16,1,private,BB_02_F01_16_Living_01,15.896970,24.675000,5.400000,48.474545,22.713212,2.406061,2.950000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F01_17_Bath_01,Bath,17,1,service,BB_02_F01_17_Bath_01,12.509091,30.825000,5.400000,28.843030,9.952000,1.884848,1.650000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F01_17_Bedroom_01,Bedroom1,17,1,private,BB_02_F01_17_Bedroom_01,12.509091,33.325000,5.400000,42.063636,17.792970,1.884848,2.950000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F01_17_Hall_01,Hall,17,1,circulation,BB_02_F01_17_Hall_01,14.072727,32.400000,5.400000,44.198788,12.939636,0.842424,4.800000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F01_17_Kitchen_01,Kitchen,17,1,private,BB_02_F01_17_Kitchen_01,15.896970,30.370000,5.400000,23.695758,5.697552,2.406061,0.740000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F01_17_Bedroom_02,Bedroom2,17,1,private,BB_02_F01_17_Bedroom_02,15.896970,31.880000,5.400000,36.477576,14.474861,2.406061,1.880000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F01_17_Living_01,Living,17,1,private,BB_02_F01_17_Living_01,15.896970,33.910000,5.400000,35.356364,13.704921,2.406061,1.780000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F01_18_Bath_01,Bath,18,1,service,BB_02_F01_18_Bath_01,19.842424,27.175000,5.400000,28.843030,9.952000,1.884848,1.650000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F01_18_Bedroom_01,Bedroom1,18,1,private,BB_02_F01_18_Bedroom_01,19.842424,24.675000,5.400000,42.063636,17.792970,1.884848,2.950000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F01_18_Hall_01,Hall,18,1,circulation,BB_02_F01_18_Hall_01,21.406061,25.600000,5.400000,44.198788,12.939636,0.842424,4.800000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F01_18_Kitchen_01,Kitchen,18,1,private,BB_02_F01_18_Kitchen_01,23.230303,27.630000,5.400000,23.695758,5.697552,2.406061,0.740000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F01_18_Bedroom_02,Bedroom2,18,1,private,BB_02_F01_18_Bedroom_02,23.230303,26.120000,5.400000,36.477576,14.474861,2.406061,1.880000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F01_18_Living_01,Living,18,1,private,BB_02_F01_18_Living_01,23.230303,24.090000,5.400000,35.356364,13.704921,2.406061,1.780000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F01_19_Bath_01,Bath,19,1,service,BB_02_F01_19_Bath_01,19.596296,30.964286,5.400000,26.626878,8.594286,1.392593,1.928571,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F01_19_Kitchen_01,Kitchen,19,1,private,BB_02_F01_19_Kitchen_01,19.596296,33.464286,5.400000,33.450159,11.904677,1.392593,2.671429,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F01_19_Hall_01,Hall,19,1,circulation,BB_02_F01_19_Hall_01,20.870370,32.400000,5.400000,42.808889,11.605333,0.755556,4.800000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F01_19_Living_01,Living,19,1,private,BB_02_F01_19_Living_01,22.940741,32.400000,5.400000,78.482963,45.852444,2.985185,4.800000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F01_20_Bath_01,Bath,20,1,service,BB_02_F01_20_Bath_01,25.329630,27.035714,5.400000,26.626878,8.594286,1.392593,1.928571,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F01_20_Kitchen_01,Kitchen,20,1,private,BB_02_F01_20_Kitchen_01,25.329630,24.535714,5.400000,33.450159,11.904677,1.392593,2.671429,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F01_20_Hall_01,Hall,20,1,circulation,BB_02_F01_20_Hall_01,26.603704,25.600000,5.400000,42.808889,11.605333,0.755556,4.800000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F01_20_Living_01,Living,20,1,private,BB_02_F01_20_Living_01,28.674074,25.600000,5.400000,78.482963,45.852444,2.985185,4.800000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F01_21_Bath_01,Bath,21,1,service,BB_02_F01_21_Bath_01,25.575758,30.825000,5.400000,28.843030,9.952000,1.884848,1.650000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F01_21_Bedroom_01,Bedroom,21,1,private,BB_02_F01_21_Bedroom_01,25.575758,33.325000,5.400000,42.063636,17.792970,1.884848,2.950000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F01_21_Hall_01,Hall,21,1,circulation,BB_02_F01_21_Hall_01,27.139394,32.400000,5.400000,44.198788,12.939636,0.842424,4.800000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F01_21_Kitchen_01,Kitchen,21,1,private,BB_02_F01_21_Kitchen_01,28.963636,30.825000,5.400000,33.898788,12.704000,2.406061,1.650000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F01_21_Living_01,Living,21,1,private,BB_02_F01_21_Living_01,28.963636,33.325000,5.400000,48.474545,22.713212,2.406061,2.950000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F01_22_Bath_01,Bath,22,1,service,BB_02_F01_22_Bath_01,31.309091,27.175000,5.400000,28.843030,9.952000,1.884848,1.650000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F01_22_Bedroom_01,Bedroom,22,1,private,BB_02_F01_22_Bedroom_01,31.309091,24.675000,5.400000,42.063636,17.792970,1.884848,2.950000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F01_22_Hall_01,Hall,22,1,circulation,BB_02_F01_22_Hall_01,32.872727,25.600000,5.400000,44.198788,12.939636,0.842424,4.800000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F01_22_Kitchen_01,Kitchen,22,1,private,BB_02_F01_22_Kitchen_01,34.646970,27.175000,5.400000,32.928788,12.176000,2.306061,1.650000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F01_22_Living_01,Living,22,1,private,BB_02_F01_22_Living_01,34.646970,24.675000,5.400000,47.244545,21.769212,2.306061,2.950000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F01_23_Bath_01,Bath,23,1,service,BB_02_F01_23_Bath_01,31.309091,30.825000,5.400000,28.843030,9.952000,1.884848,1.650000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F01_23_Bedroom_01,Bedroom1,23,1,private,BB_02_F01_23_Bedroom_01,31.309091,33.325000,5.400000,42.063636,17.792970,1.884848,2.950000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F01_23_Hall_01,Hall,23,1,circulation,BB_02_F01_23_Hall_01,32.872727,32.400000,5.400000,44.198788,12.939636,0.842424,4.800000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F01_23_Kitchen_01,Kitchen,23,1,private,BB_02_F01_23_Kitchen_01,34.646970,30.370000,5.400000,22.907758,5.460752,2.306061,0.740000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F01_23_Bedroom_02,Bedroom2,23,1,private,BB_02_F01_23_Bedroom_02,34.646970,31.880000,5.400000,35.461576,13.873261,2.306061,1.880000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F01_23_Living_01,Living,23,1,private,BB_02_F01_23_Living_01,34.646970,33.910000,5.400000,34.360364,13.135321,2.306061,1.780000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F02_24_Bath_01,Bath,24,2,service,BB_02_F02_24_Bath_01,1.092424,4.175000,8.600000,27.873030,9.424000,1.784848,1.650000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F02_24_Bedroom_01,Bedroom1,24,2,private,BB_02_F02_24_Bedroom_01,1.092424,1.675000,8.600000,40.833636,16.848970,1.784848,2.950000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F02_24_Hall_01,Hall,24,2,circulation,BB_02_F02_24_Hall_01,2.606061,2.600000,8.600000,44.198788,12.939636,0.842424,4.800000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F02_24_Kitchen_01,Kitchen,24,2,private,BB_02_F02_24_Kitchen_01,4.430303,4.630000,8.600000,23.695758,5.697552,2.406061,0.740000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F02_24_Bedroom_02,Bedroom2,24,2,private,BB_02_F02_24_Bedroom_02,4.430303,3.120000,8.600000,36.477576,14.474861,2.406061,1.880000,3.200000,true,unknown,unknown
BB_02,two_bars,long_spine,BB_02_F02_24_Living_01,Living,24,2,private,BB_02_F02_24_Living_01,4.430303,1.090000,8.600000,35.356364,13.704921,2.406061,1.780000,3.200000,true,unknown,unknown
