layout_id,src_id,dst_id,edge_type,contact_axis,gap_m,shared_span_m,physical_floor
BB_01,47,164,bbox_spatial_adjacency,y,0.2,2.9111,0
BB_01,48,50,bbox_spatial_adjacency,y,0.2,2.3455,1
BB_01,48,65,bbox_spatial_adjacency,x,0.2,1.78,1
BB_01,49,50,bbox_spatial_adjacency,y,0.2,2.3455,1
BB_01,49,62,bbox_spatial_adjacency,x,0.2,0.74,1
BB_01,49,166,bbox_spatial_adjacency,y,0.2,2.3455,1
BB_01,50,62,bbox_spatial_adjacency,x,0.2,0.9886,1
BB_01,50,65,bbox_spatial_adjacency,x,0.2,0.6914,1
BB_01,51,54,bbox_spatial_adjacency,x,0.2,1.65,0
BB_01,51,55,bbox_spatial_adjacency,y,0.2,1.8364,0
BB_01,51,161,bbox_spatial_adjacency,x,0.1,1.65,0
BB_01,51,164,bbox_spatial_adjacency,y,0.2,1.8364,0
BB_01,52,53,bbox_spatial_adjacency,x,0.2,1.9286,1
BB_01,52,56,bbox_spatial_adjacency,x,0.2,4.8,1
BB_01,52,57,bbox_spatial_adjacency,x,0.2,2.6714,1
BB_01,52,166,bbox_spatial_adjacency,y,0.2,0.7333,1
BB_01,52,174,bbox_spatial_adjacency,y,0.2,0.7333,1
BB_01,53,57,bbox_spatial_adjacency,y,0.2,1.3556,1
BB_01,53,162,bbox_spatial_adjacency,x,0.1,1.9286,1
BB_01,53,166,bbox_spatial_adjacency,y,0.2,1.3556,1
BB_01,54,55,bbox_spatial_adjacency,x,0.2,2.95,0
BB_01,54,58,bbox_spatial_adjacency,x,0.2,1.65,0
BB_01,54,59,bbox_spatial_adjacency,x,0.2,2.95,0
BB_01,54,164,bbox_spatial_adjacency,y,0.2,0.8182,0
BB_01,54,173,bbox_spatial_adjacency,y,0.2,0.5636,0
BB_01,55,161,bbox_spatial_adjacency,x,0.1,2.95,0
BB_01,55,173,bbox_spatial_adjacency,y,0.2,1.8364,0
BB_01,56,70,bbox_spatial_adjacency,x,0.2,1.65,1
BB_01,56,72,bbox_spatial_adjacency,x,0.2,2.95,1
BB_01,56,166,bbox_spatial_adjacency,y,0.2,2.9111,1
BB_01,57,162,bbox_spatial_adjacency,x,0.1,2.6714,1
BB_01,57,174,bbox_spatial_adjacency,y,0.2,1.3556,1
BB_01,58,59,bbox_spatial_adjacency,y,0.2,2.3455,0
BB_01,58,69,bbox_spatial_adjacency,x,0.2,1.65,0
BB_01,58,164,bbox_spatial_adjacency,y,0.2,2.3455,0
BB_01,59,71,bbox_spatial_adjacency,x,0.2,2.95,0
BB_01,60,63,bbox_spatial_adjacency,x,0.2,1.65,0
BB_01,60,64,bbox_spatial_adjacency,y,0.2,1.8364,0
BB_01,60,164,bbox_spatial_adjacency,y,0.2,1.8364,0
BB_01,61,62,bbox_spatial_adjacency,x,0.2,1.9286,1
BB_01,61,65,bbox_spatial_adjacency,x,0.2,2.6714,1
BB_01,61,66,bbox_spatial_adjacency,x,0.2,4.8,1
BB_01,61,166,bbox_spatial_adjacency,y,0.2,0.7333,1
BB_01,62,65,bbox_spatial_adjacency,y,0.2,1.3556,1
BB_01,62,166,bbox_spatial_adjacency,y,0.2,1.3556,1
BB_01,63,64,bbox_spatial_adjacency,x,0.2,2.95,0
BB_01,63,67,bbox_spatial_adjacency,x,0.2,1.65,0
BB_01,63,68,bbox_spatial_adjacency,x,0.2,2.95,0
BB_01,63,164,bbox_spatial_adjacency,y,0.2,0.8182,0
BB_01,66,166,bbox_spatial_adjacency,y,0.2,2.8111,1
BB_01,67,68,bbox_spatial_adjacency,y,0.2,2.2455,0
BB_01,67,164,bbox_spatial_adjacency,y,0.2,2.2455,0
BB_01,69,71,bbox_spatial_adjacency,y,0.2,1.8364,0
BB_01,69,73,bbox_spatial_adjacency,x,0.2,1.65,0
BB_01,69,164,bbox_spatial_adjacency,y,0.2,1.8364,0
BB_01,70,72,bbox_spatial_adjacency,y,0.2,1.8364,1
BB_01,70,74,bbox_spatial_adjacency,x,0.2,1.65,1
BB_01,70,166,bbox_spatial_adjacency,y,0.2,1.8364,1
BB_01,71,73,bbox_spatial_adjacency,x,0.2,2.95,0
BB_01,72,74,bbox_spatial_adjacency,x,0.2,2.95,1
BB_01,73,75,bbox_spatial_adjacency,x,0.2,0.74,0
BB_01,73,77,bbox_spatial_adjacency,x,0.2,1.88,0
BB_01,73,79,bbox_spatial_adjacency,x,0.2,1.78,0
BB_01,73,164,bbox_spatial_adjacency,y,0.2,0.8182,0
BB_01,74,76,bbox_spatial_adjacency,x,0.2,1.65,1
BB_01,74,78,bbox_spatial_adjacency,x,0.2,2.95,1
BB_01,74,166,bbox_spatial_adjacency,y,0.2,0.8182,1
BB_01,75,77,bbox_spatial_adjacency,y,0.2,2.2455,0
BB_01,75,164,bbox_spatial_adjacency,y,0.2,2.2455,0
BB_01,76,78,bbox_spatial_adjacency,y,0.2,2.2455,1
BB_01,76,166,bbox_spatial_adjacency,y,0.2,2.2455,1
BB_01,77,79,bbox_spatial_adjacency,y,0.2,2.2455,0
BB_01,80,82,bbox_spatial_adjacency,y,0.2,1.7364,0
BB_01,80,84,bbox_spatial_adjacency,x,0.2,1.65,0
BB_01,80,169,bbox_spatial_adjacency,y,0.2,1.7364,0
BB_01,81,83,bbox_spatial_adjacency,y,0.2,1.7364,1
BB_01,81,85,bbox_spatial_adjacency,x,0.2,1.65,1
BB_01,81,171,bbox_spatial_adjacency,y,0.2,1.7364,1
BB_01,82,84,bbox_spatial_adjacency,x,0.2,2.95,0
BB_01,83,85,bbox_spatial_adjacency,x,0.2,2.95,1
BB_01,84,86,bbox_spatial_adjacency,x,0.2,0.74,0
BB_01,84,88,bbox_spatial_adjacency,x,0.2,1.88,0
BB_01,84,90,bbox_spatial_adjacency,x,0.2,1.78,0
BB_01,84,169,bbox_spatial_adjacency,y,0.2,0.8182,0
BB_01,85,87,bbox_spatial_adjacency,x,0.2,1.65,1
BB_01,85,89,bbox_spatial_adjacency,x,0.2,2.95,1
BB_01,85,171,bbox_spatial_adjacency,y,0.2,0.8182,1
BB_01,86,88,bbox_spatial_adjacency,y,0.2,2.3455,0
BB_01,86,101,bbox_spatial_adjacency,x,0.2,0.74,0
BB_01,86,169,bbox_spatial_adjacency,y,0.2,2.3455,0
BB_01,87,89,bbox_spatial_adjacency,y,0.2,2.3455,1
BB_01,87,103,bbox_spatial_adjacency,x,0.2,1.65,1
BB_01,87,171,bbox_spatial_adjacency,y,0.2,2.3455,1
BB_01,88,90,bbox_spatial_adjacency,y,0.2,2.3455,0
BB_01,88,101,bbox_spatial_adjacency,x,0.2,0.9886,0
BB_01,88,104,bbox_spatial_adjacency,x,0.2,0.6914,0
BB_01,89,102,bbox_spatial_adjacency,x,0.2,2.95,1
BB_01,90,104,bbox_spatial_adjacency,x,0.2,1.78,0
BB_01,91,93,bbox_spatial_adjacency,x,0.2,1.9286,0
BB_01,91,96,bbox_spatial_adjacency,y,0.2,1.2556,0
BB_01,91,169,bbox_spatial_adjacency,y,0.2,1.2556,0
BB_01,92,94,bbox_spatial_adjacency,y,0.2,1.7364,1
BB_01,92,95,bbox_spatial_adjacency,x,0.2,1.65,1
BB_01,92,171,bbox_spatial_adjacency,y,0.2,1.7364,1
BB_01,93,96,bbox_spatial_adjacency,x,0.2,2.6714,0
BB_01,93,97,bbox_spatial_adjacency,x,0.2,4.8,0
BB_01,93,169,bbox_spatial_adjacency,y,0.2,0.7333,0
BB_01,94,95,bbox_spatial_adjacency,x,0.2,2.95,1
BB_01,95,98,bbox_spatial_adjacency,x,0.2,0.74,1
BB_01,95,99,bbox_spatial_adjacency,x,0.2,1.88,1
BB_01,95,100,bbox_spatial_adjacency,x,0.2,1.78,1
BB_01,95,171,bbox_spatial_adjacency,y,0.2,0.8182,1
BB_01,97,111,bbox_spatial_adjacency,x,0.2,1.65,0
BB_01,97,116,bbox_spatial_adjacency,x,0.2,2.95,0
BB_01,97,169,bbox_spatial_adjacency,y,0.2,2.9111,0
BB_01,98,99,bbox_spatial_adjacency,y,0.2,2.3455,1
BB_01,98,113,bbox_spatial_adjacency,x,0.2,0.74,1
BB_01,98,171,bbox_spatial_adjacency,y,0.2,2.3455,1
BB_01,99,100,bbox_spatial_adjacency,y,0.2,2.3455,1
BB_01,99,113,bbox_spatial_adjacency,x,0.2,0.9886,1
BB_01,99,118,bbox_spatial_adjacency,x,0.2,0.6914,1
BB_01,100,118,bbox_spatial_adjacency,x,0.2,1.78,1
BB_01,101,104,bbox_spatial_adjacency,y,0.2,1.3556,0
BB_01,101,105,bbox_spatial_adjacency,x,0.2,1.9286,0
BB_01,101,169,bbox_spatial_adjacency,y,0.2,1.3556,0
BB_01,102,103,bbox_spatial_adjacency,y,0.2,1.8364,1
BB_01,102,106,bbox_spatial_adjacency,x,0.2,2.95,1
BB_01,103,106,bbox_spatial_adjacency,x,0.2,1.65,1
BB_01,103,171,bbox_spatial_adjacency,y,0.2,1.8364,1
BB_01,104,105,bbox_spatial_adjacency,x,0.2,2.6714,0
BB_01,105,107,bbox_spatial_adjacency,x,0.2,4.8,0
BB_01,105,169,bbox_spatial_adjacency,y,0.2,0.7333,0
BB_01,106,108,bbox_spatial_adjacency,x,0.2,1.78,1
BB_01,106,109,bbox_spatial_adjacency,x,0.2,0.74,1
BB_01,106,110,bbox_spatial_adjacency,x,0.2,1.88,1
BB_01,106,171,bbox_spatial_adjacency,y,0.2,0.8182,1
BB_01,107,167,bbox_spatial_adjacency,x,0.1,4.8,0
BB_01,107,169,bbox_spatial_adjacency,y,0.2,2.9111,0
BB_01,107,173,bbox_spatial_adjacency,y,0.2,2.6,0
BB_01,108,110,bbox_spatial_adjacency,y,0.2,2.3455,1
BB_01,108,168,bbox_spatial_adjacency,x,0.1,1.78,1
BB_01,108,174,bbox_spatial_adjacency,y,0.2,2.3455,1
BB_01,109,110,bbox_spatial_adjacency,y,0.2,2.3455,1
BB_01,109,168,bbox_spatial_adjacency,x,0.1,0.74,1
BB_01,109,171,bbox_spatial_adjacency,y,0.2,2.3455,1
BB_01,110,168,bbox_spatial_adjacency,x,0.1,1.88,1
BB_01,111,114,bbox_spatial_adjacency,x,0.2,1.65,0
BB_01,111,116,bbox_spatial_adjacency,y,0.2,1.8364,0
BB_01,111,169,bbox_spatial_adjacency,y,0.2,1.8364,0
BB_01,112,113,bbox_spatial_adjacency,x,0.2,1.9286,1
BB_01,112,115,bbox_spatial_adjacency,x,0.2,4.8,1
BB_01,112,118,bbox_spatial_adjacency,x,0.2,2.6714,1
BB_01,112,171,bbox_spatial_adjacency,y,0.2,0.7333,1
BB_01,113,118,bbox_spatial_adjacency,y,0.2,1.3556,1
BB_01,113,171,bbox_spatial_adjacency,y,0.2,1.3556,1
BB_01,114,116,bbox_spatial_adjacency,x,0.2,2.95,0
BB_01,114,117,bbox_spatial_adjacency,x,0.2,1.65,0
BB_01,114,119,bbox_spatial_adjacency,x,0.2,2.95,0
BB_01,114,169,bbox_spatial_adjacency,y,0.2,0.8182,0
BB_01,115,168,bbox_spatial_adjacency,x,0.1,4.8,1
BB_01,115,171,bbox_spatial_adjacency,y,0.2,2.9111,1
BB_01,117,119,bbox_spatial_adjacency,y,0.2,2.3455,0
BB_01,117,167,bbox_spatial_adjacency,x,0.1,1.65,0
BB_01,117,169,bbox_spatial_adjacency,y,0.2,2.3455,0
BB_01,119,167,bbox_spatial_adjacency,x,0.1,2.95,0
BB_01,120,123,bbox_spatial_adjacency,x,0.2,1.65,0
BB_01,120,124,bbox_spatial_adjacency,y,0.2,1.8364,0
BB_01,120,167,bbox_spatial_adjacency,x,0.1,1.65,0
BB_01,120,170,bbox_spatial_adjacency,y,0.2,1.8364,0
BB_01,121,122,bbox_spatial_adjacency,x,0.2,1.9286,1
BB_01,121,125,bbox_spatial_adjacency,x,0.2,2.6714,1
BB_01,121,126,bbox_spatial_adjacency,x,0.2,4.8,1
BB_01,121,172,bbox_spatial_adjacency,y,0.2,0.7333,1
BB_01,121,174,bbox_spatial_adjacency,y,0.2,0.7333,1
BB_01,122,125,bbox_spatial_adjacency,y,0.2,1.3556,1
BB_01,122,168,bbox_spatial_adjacency,x,0.1,1.9286,1
BB_01,122,172,bbox_spatial_adjacency,y,0.2,1.3556,1
BB_01,123,124,bbox_spatial_adjacency,x,0.2,2.95,0
BB_01,123,127,bbox_spatial_adjacency,x,0.2,2.95,0
BB_01,123,128,bbox_spatial_adjacency,x,0.2,1.65,0
BB_01,123,170,bbox_spatial_adjacency,y,0.2,0.8182,0
BB_01,123,173,bbox_spatial_adjacency,y,0.2,0.5636,0
BB_01,124,167,bbox_spatial_adjacency,x,0.1,2.95,0
BB_01,124,173,bbox_spatial_adjacency,y,0.2,1.8364,0
BB_01,125,168,bbox_spatial_adjacency,x,0.1,2.6714,1
BB_01,125,174,bbox_spatial_adjacency,y,0.2,1.3556,1
BB_01,126,141,bbox_spatial_adjacency,x,0.2,1.65,1
BB_01,126,143,bbox_spatial_adjacency,x,0.2,2.95,1
BB_01,126,172,bbox_spatial_adjacency,y,0.2,2.9111,1
BB_01,127,128,bbox_spatial_adjacency,y,0.2,2.3455,0
BB_01,127,142,bbox_spatial_adjacency,x,0.2,2.95,0
BB_01,128,140,bbox_spatial_adjacency,x,0.2,1.65,0
BB_01,128,170,bbox_spatial_adjacency,y,0.2,2.3455,0
BB_01,129,131,bbox_spatial_adjacency,y,0.2,1.8364,0
BB_01,129,133,bbox_spatial_adjacency,x,0.2,1.65,0
BB_01,129,167,bbox_spatial_adjacency,x,0.1,1.65,0
BB_01,129,170,bbox_spatial_adjacency,y,0.2,1.8364,0
BB_01,130,132,bbox_spatial_adjacency,y,0.2,1.8364,1
BB_01,130,134,bbox_spatial_adjacency,x,0.2,1.65,1
BB_01,130,168,bbox_spatial_adjacency,x,0.1,1.65,1
BB_01,130,172,bbox_spatial_adjacency,y,0.2,1.8364,1
BB_01,131,133,bbox_spatial_adjacency,x,0.2,2.95,0
BB_01,131,167,bbox_spatial_adjacency,x,0.1,2.95,0
BB_01,132,134,bbox_spatial_adjacency,x,0.2,2.95,1
BB_01,132,168,bbox_spatial_adjacency,x,0.1,2.95,1
BB_01,133,135,bbox_spatial_adjacency,x,0.2,0.74,0
BB_01,133,137,bbox_spatial_adjacency,x,0.2,1.88,0
BB_01,133,139,bbox_spatial_adjacency,x,0.2,1.78,0
BB_01,133,170,bbox_spatial_adjacency,y,0.2,0.8182,0
BB_01,134,136,bbox_spatial_adjacency,x,0.2,1.65,1
BB_01,134,138,bbox_spatial_adjacency,x,0.2,2.95,1
BB_01,134,172,bbox_spatial_adjacency,y,0.2,0.8182,1
BB_01,135,137,bbox_spatial_adjacency,y,0.2,2.3455,0
BB_01,135,151,bbox_spatial_adjacency,x,0.2,0.74,0
BB_01,135,170,bbox_spatial_adjacency,y,0.2,2.3455,0
BB_01,136,138,bbox_spatial_adjacency,y,0.2,2.3455,1
BB_01,136,152,bbox_spatial_adjacency,x,0.2,1.65,1
BB_01,136,172,bbox_spatial_adjacency,y,0.2,2.3455,1
BB_01,137,139,bbox_spatial_adjacency,y,0.2,2.3455,0
BB_01,137,151,bbox_spatial_adjacency,x,0.2,0.9886,0
BB_01,137,156,bbox_spatial_adjacency,x,0.2,0.6914,0
BB_01,138,154,bbox_spatial_adjacency,x,0.2,2.95,1
BB_01,139,156,bbox_spatial_adjacency,x,0.2,1.78,0
BB_01,140,142,bbox_spatial_adjacency,y,0.2,1.8364,0
BB_01,140,144,bbox_spatial_adjacency,x,0.2,1.65,0
BB_01,140,170,bbox_spatial_adjacency,y,0.2,1.8364,0
BB_01,141,143,bbox_spatial_adjacency,y,0.2,1.8364,1
BB_01,141,145,bbox_spatial_adjacency,x,0.2,1.65,1
BB_01,141,172,bbox_spatial_adjacency,y,0.2,1.8364,1
BB_01,142,144,bbox_spatial_adjacency,x,0.2,2.95,0
BB_01,143,145,bbox_spatial_adjacency,x,0.2,2.95,1
BB_01,144,146,bbox_spatial_adjacency,x,0.2,0.74,0
BB_01,144,148,bbox_spatial_adjacency,x,0.2,1.88,0
BB_01,144,150,bbox_spatial_adjacency,x,0.2,1.78,0
BB_01,144,170,bbox_spatial_adjacency,y,0.2,0.8182,0
BB_01,145,147,bbox_spatial_adjacency,x,0.2,1.65,1
BB_01,145,149,bbox_spatial_adjacency,x,0.2,2.95,1
BB_01,145,172,bbox_spatial_adjacency,y,0.2,0.8182,1
BB_01,146,148,bbox_spatial_adjacency,y,0.2,2.2455,0
BB_01,146,170,bbox_spatial_adjacency,y,0.2,2.2455,0
BB_01,147,149,bbox_spatial_adjacency,y,0.2,2.2455,1
BB_01,147,172,bbox_spatial_adjacency,y,0.2,2.2455,1
BB_01,148,150,bbox_spatial_adjacency,y,0.2,2.2455,0
BB_01,151,153,bbox_spatial_adjacency,x,0.2,1.9286,0
BB_01,151,156,bbox_spatial_adjacency,y,0.2,1.3556,0
BB_01,151,170,bbox_spatial_adjacency,y,0.2,1.3556,0
BB_01,152,154,bbox_spatial_adjacency,y,0.2,1.8364,1
BB_01,152,155,bbox_spatial_adjacency,x,0.2,1.65,1
BB_01,152,172,bbox_spatial_adjacency,y,0.2,1.8364,1
BB_01,153,156,bbox_spatial_adjacency,x,0.2,2.6714,0
BB_01,153,157,bbox_spatial_adjacency,x,0.2,4.8,0
BB_01,153,170,bbox_spatial_adjacency,y,0.2,0.7333,0
BB_01,154,155,bbox_spatial_adjacency,x,0.2,2.95,1
BB_01,155,158,bbox_spatial_adjacency,x,0.2,0.74,1
BB_01,155,159,bbox_spatial_adjacency,x,0.2,1.88,1
BB_01,155,160,bbox_spatial_adjacency,x,0.2,1.78,1
BB_01,155,172,bbox_spatial_adjacency,y,0.2,0.8182,1
BB_01,157,170,bbox_spatial_adjacency,y,0.2,2.8111,0
BB_01,158,159,bbox_spatial_adjacency,y,0.2,2.2455,1
BB_01,158,172,bbox_spatial_adjacency,y,0.2,2.2455,1
BB_01,159,160,bbox_spatial_adjacency,y,0.2,2.2455,1
BB_01,161,163,bbox_spatial_adjacency,x,0.0,1.6,0
BB_01,161,164,bbox_spatial_adjacency,x,0.0,1.6,0
BB_01,161,173,bbox_spatial_adjacency,y,0.0,1.6,0
BB_01,162,165,bbox_spatial_adjacency,x,0.0,1.6,1
BB_01,162,166,bbox_spatial_adjacency,x,0.0,1.6,1
BB_01,162,174,bbox_spatial_adjacency,y,0.0,1.6,1
BB_01,167,169,bbox_spatial_adjacency,x,0.0,1.6,0
BB_01,167,170,bbox_spatial_adjacency,x,0.0,1.6,0
BB_01,167,173,bbox_spatial_adjacency,y,0.0,1.6,0
BB_01,168,171,bbox_spatial_adjacency,x,0.0,1.6,1
BB_01,168,172,bbox_spatial_adjacency,x,0.0,1.6,1
BB_01,168,174,bbox_spatial_adjacency,y,0.0,1.6,1
