layout_id,node_id,node_name,node_role,space_type,zone_type,apartment_id,floor_id,physical_floor,area,volume,X,Y,Z
BB_01,62,BB_01_F02_22_Bath_01,room,Bath,service,22,2,1,26.246984,8.365714,19.1778,4.0357,8.6
BB_01,63,BB_01_F00_6_Hall_01,room,Hall,circulation,6,0,0,43.810909,12.567273,20.9455,2.6,5.4
BB_01,64,BB_01_F00_6_Bedroom_01,room,Bedroom,private,6,0,0,41.467273,17.335273,19.4182,1.675,5.4
BB_01,65,BB_01_F02_22_Kitchen_01,room,Kitchen,private,22,2,1,33.015238,11.588063,19.1778,1.5357,8.6
BB_01,66,BB_01_F02_22_Living_01,room,Living,private,22,2,1,75.697778,43.178667,22.3944,2.6,8.6
BB_01,67,BB_01_F00_6_Kitchen_01,room,Kitchen,private,6,0,0,32.340909,11.856,22.6773,4.175,5.4
BB_01,68,BB_01_F00_6_Living_01,room,Living,private,6,0,0,46.499091,21.197091,22.6773,1.675,5.4
BB_01,69,BB_01_F00_7_Bath_01,room,Bath,service,7,0,0,28.372727,9.696,19.4182,7.825,5.4
BB_01,70,BB_01_F02_23_Bath_01,room,Bath,service,23,2,1,28.372727,9.696,19.4182,7.825,8.6
BB_01,71,BB_01_F00_7_Bedroom_01,room,Bedroom1,private,7,0,0,41.467273,17.335273,19.4182,10.325,5.4
BB_01,72,BB_01_F02_23_Bedroom_01,room,Bedroom,private,23,2,1,41.467273,17.335273,19.4182,10.325,8.6
BB_01,73,BB_01_F00_7_Hall_01,room,Hall,circulation,7,0,0,43.810909,12.567273,20.9455,9.4,5.4
BB_01,74,BB_01_F02_23_Hall_01,room,Hall,circulation,23,2,1,43.810909,12.567273,20.9455,9.4,8.6
BB_01,75,BB_01_F00_7_Kitchen_01,room,Kitchen,private,7,0,0,22.430182,5.317236,22.6773,7.37,5.4
BB_01,76,BB_01_F02_23_Kitchen_01,room,Kitchen,private,23,2,1,32.340909,11.856,22.6773,7.825,8.6
BB_01,77,BB_01_F00_7_Bedroom_02,room,Bedroom2,private,7,0,0,34.845818,13.508655,22.6773,8.88,5.4
BB_01,78,BB_01_F02_23_Living_01,room,Living,private,23,2,1,46.499091,21.197091,22.6773,10.325,8.6
BB_01,79,BB_01_F00_7_Living_01,room,Living,private,7,0,0,33.756727,12.790109,22.6773,10.91,5.4
BB_01,80,BB_01_F01_8_Bath_01,room,Bath,service,8,1,0,27.402727,9.168,1.0682,27.175,5.4
BB_01,81,BB_01_F03_24_Bath_01,room,Bath,service,24,3,1,27.402727,9.168,1.0682,27.175,8.6
BB_01,82,BB_01_F01_8_Bedroom_01,room,Bedroom1,private,8,1,0,40.237273,16.391273,1.0682,24.675,5.4
BB_01,83,BB_01_F03_24_Bedroom_01,room,Bedroom,private,24,3,1,40.237273,16.391273,1.0682,24.675,8.6
BB_01,84,BB_01_F01_8_Hall_01,room,Hall,circulation,8,1,0,43.810909,12.567273,2.5455,25.6,5.4
BB_01,85,BB_01_F03_24_Hall_01,room,Hall,circulation,24,3,1,43.810909,12.567273,2.5455,25.6,8.6
BB_01,86,BB_01_F01_8_Kitchen_01,room,Kitchen,private,8,1,0,23.218182,5.554036,4.3273,27.63,5.4
BB_01,87,BB_01_F03_24_Kitchen_01,room,Kitchen,private,24,3,1,33.310909,12.384,4.3273,27.175,8.6
BB_01,88,BB_01_F01_8_Bedroom_02,room,Bedroom2,private,8,1,0,35.861818,14.110255,4.3273,26.12,5.4
BB_01,89,BB_01_F03_24_Living_01,room,Living,private,24,3,1,47.729091,22.141091,4.3273,24.675,8.6
BB_01,90,BB_01_F01_8_Living_01,room,Living,private,8,1,0,34.752727,13.359709,4.3273,24.09,5.4
BB_01,91,BB_01_F01_9_Bath_01,room,Bath,service,9,1,0,25.22127,7.748571,0.8278,30.9643,5.4
BB_01,92,BB_01_F03_25_Bath_01,room,Bath,service,25,3,1,27.402727,9.168,1.0682,30.825,8.6
BB_01,93,BB_01_F01_9_Hall_01,room,Hall,circulation,9,1,0,42.453333,11.264,2.0222,32.4,5.4
BB_01,94,BB_01_F03_25_Bedroom_01,room,Bedroom1,private,25,3,1,40.237273,16.391273,1.0682,33.325,8.6
BB_01,95,BB_01_F03_25_Hall_01,room,Hall,circulation,25,3,1,43.810909,12.567273,2.5455,32.4,8.6
BB_01,96,BB_01_F01_9_Kitchen_01,room,Kitchen,private,9,1,0,31.840952,10.733206,0.8278,33.4643,5.4
BB_01,97,BB_01_F01_9_Living_01,room,Living,private,9,1,0,77.297778,44.714667,4.0444,32.4,5.4
BB_01,98,BB_01_F03_25_Kitchen_01,room,Kitchen,private,25,3,1,23.218182,5.554036,4.3273,30.37,8.6
BB_01,99,BB_01_F03_25_Bedroom_02,room,Bedroom2,private,25,3,1,35.861818,14.110255,4.3273,31.88,8.6
BB_01,100,BB_01_F03_25_Living_01,room,Living,private,25,3,1,34.752727,13.359709,4.3273,33.91,8.6
BB_01,101,BB_01_F01_10_Bath_01,room,Bath,service,10,1,0,26.246984,8.365714,6.3778,27.0357,5.4
BB_01,102,BB_01_F03_26_Bedroom_01,room,Bedroom1,private,26,3,1,41.467273,17.335273,6.6182,24.675,8.6
BB_01,103,BB_01_F03_26_Bath_01,room,Bath,service,26,3,1,28.372727,9.696,6.6182,27.175,8.6
BB_01,104,BB_01_F01_10_Kitchen_01,room,Kitchen,private,10,1,0,33.015238,11.588063,6.3778,24.5357,5.4
BB_01,105,BB_01_F01_10_Hall_01,room,Hall,circulation,10,1,0,42.453333,11.264,7.6222,25.6,5.4
BB_01,106,BB_01_F03_26_Hall_01,room,Hall,circulation,26,3,1,43.810909,12.567273,8.1455,25.6,8.6
BB_01,107,BB_01_F01_10_Living_01,room,Living,private,10,1,0,77.297778,44.714667,9.6444,25.6,5.4
BB_01,108,BB_01_F03_26_Living_01,room,Living,private,26,3,1,34.752727,13.359709,9.9273,24.09,8.6
BB_01,109,BB_01_F03_26_Kitchen_01,room,Kitchen,private,26,3,1,23.218182,5.554036,9.9273,27.63,8.6
BB_01,110,BB_01_F03_26_Bedroom_02,room,Bedroom2,private,26,3,1,35.861818,14.110255,9.9273,26.12,8.6
BB_01,111,BB_01_F01_11_Bath_01,room,Bath,service,11,1,0,28.372727,9.696,6.6182,30.825,5.4
BB_01,112,BB_01_F03_27_Hall_01,room,Hall,circulation,27,3,1,42.453333,11.264,7.6222,32.4,8.6
BB_01,113,BB_01_F03_27_Bath_01,room,Bath,service,27,3,1,26.246984,8.365714,6.3778,30.9643,8.6
BB_01,114,BB_01_F01_11_Hall_01,room,Hall,circulation,11,1,0,43.810909,12.567273,8.1455,32.4,5.4
BB_01,115,BB_01_F03_27_Living_01,room,Living,private,27,3,1,77.297778,44.714667,9.6444,32.4,8.6
BB_01,116,BB_01_F01_11_Bedroom_01,room,Bedroom,private,11,1,0,41.467273,17.335273,6.6182,33.325,5.4
BB_01,117,BB_01_F01_11_Kitchen_01,room,Kitchen,private,11,1,0,33.310909,12.384,9.9273,30.825,5.4
BB_01,118,BB_01_F03_27_Kitchen_01,room,Kitchen,private,27,3,1,33.015238,11.588063,6.3778,33.4643,8.6
BB_01,119,BB_01_F01_11_Living_01,room,Living,private,11,1,0,47.729091,22.141091,9.9273,33.325,5.4
BB_01,120,BB_01_F01_12_Bath_01,room,Bath,service,12,1,0,28.372727,9.696,13.8182,27.175,5.4
BB_01,121,BB_01_F03_28_Hall_01,room,Hall,circulation,28,3,1,42.453333,11.264,14.8222,25.6,8.6
BB_01,122,BB_01_F03_28_Bath_01,room,Bath,service,28,3,1,26.246984,8.365714,13.5778,27.0357,8.6
BB_01,123,BB_01_F01_12_Hall_01,room,Hall,circulation,12,1,0,43.810909,12.567273,15.3455,25.6,5.4
BB_01,124,BB_01_F01_12_Bedroom_01,room,Bedroom,private,12,1,0,41.467273,17.335273,13.8182,24.675,5.4
BB_01,125,BB_01_F03_28_Kitchen_01,room,Kitchen,private,28,3,1,33.015238,11.588063,13.5778,24.5357,8.6
BB_01,126,BB_01_F03_28_Living_01,room,Living,private,28,3,1,77.297778,44.714667,16.8444,25.6,8.6
BB_01,127,BB_01_F01_12_Living_01,room,Living,private,12,1,0,47.729091,22.141091,17.1273,24.675,5.4
BB_01,128,BB_01_F01_12_Kitchen_01,room,Kitchen,private,12,1,0,33.310909,12.384,17.1273,27.175,5.4
BB_01,129,BB_01_F01_13_Bath_01,room,Bath,service,13,1,0,28.372727,9.696,13.8182,30.825,5.4
BB_01,130,BB_01_F03_29_Bath_01,room,Bath,service,29,3,1,28.372727,9.696,13.8182,30.825,8.6
BB_01,131,BB_01_F01_13_Bedroom_01,room,Bedroom1,private,13,1,0,41.467273,17.335273,13.8182,33.325,5.4
BB_01,132,BB_01_F03_29_Bedroom_01,room,Bedroom,private,29,3,1,41.467273,17.335273,13.8182,33.325,8.6
BB_01,133,BB_01_F01_13_Hall_01,room,Hall,circulation,13,1,0,43.810909,12.567273,15.3455,32.4,5.4
BB_01,134,BB_01_F03_29_Hall_01,room,Hall,circulation,29,3,1,43.810909,12.567273,15.3455,32.4,8.6
BB_01,135,BB_01_F01_13_Kitchen_01,room,Kitchen,private,13,1,0,23.218182,5.554036,17.1273,30.37,5.4
BB_01,136,BB_01_F03_29_Kitchen_01,room,Kitchen,private,29,3,1,33.310909,12.384,17.1273,30.825,8.6
BB_01,137,BB_01_F01_13_Bedroom_02,room,Bedroom2,private,13,1,0,35.861818,14.110255,17.1273,31.88,5.4
BB_01,138,BB_01_F03_29_Living_01,room,Living,private,29,3,1,47.729091,22.141091,17.1273,33.325,8.6
BB_01,139,BB_01_F01_13_Living_01,room,Living,private,13,1,0,34.752727,13.359709,17.1273,33.91,5.4
BB_01,140,BB_01_F01_14_Bath_01,room,Bath,service,14,1,0,28.372727,9.696,19.4182,27.175,5.4
BB_01,141,BB_01_F03_30_Bath_01,room,Bath,service,30,3,1,28.372727,9.696,19.4182,27.175,8.6
BB_01,142,BB_01_F01_14_Bedroom_01,room,Bedroom1,private,14,1,0,41.467273,17.335273,19.4182,24.675,5.4
BB_01,143,BB_01_F03_30_Bedroom_01,room,Bedroom,private,30,3,1,41.467273,17.335273,19.4182,24.675,8.6
BB_01,144,BB_01_F01_14_Hall_01,room,Hall,circulation,14,1,0,43.810909,12.567273,20.9455,25.6,5.4
BB_01,145,BB_01_F03_30_Hall_01,room,Hall,circulation,30,3,1,43.810909,12.567273,20.9455,25.6,8.6
BB_01,146,BB_01_F01_14_Kitchen_01,room,Kitchen,private,14,1,0,22.430182,5.317236,22.6773,27.63,5.4
BB_01,147,BB_01_F03_30_Kitchen_01,room,Kitchen,private,30,3,1,32.340909,11.856,22.6773,27.175,8.6
BB_01,148,BB_01_F01_14_Bedroom_02,room,Bedroom2,private,14,1,0,34.845818,13.508655,22.6773,26.12,5.4
BB_01,149,BB_01_F03_30_Living_01,room,Living,private,30,3,1,46.499091,21.197091,22.6773,24.675,8.6
BB_01,150,BB_01_F01_14_Living_01,room,Living,private,14,1,0,33.756727,12.790109,22.6773,24.09,5.4
BB_01,151,BB_01_F01_15_Bath_01,room,Bath,service,15,1,0,26.246984,8.365714,19.1778,30.9643,5.4
BB_01,152,BB_01_F03_31_Bath_01,room,Bath,service,31,3,1,28.372727,9.696,19.4182,30.825,8.6
BB_01,153,BB_01_F01_15_Hall_01,room,Hall,circulation,15,1,0,42.453333,11.264,20.4222,32.4,5.4
BB_01,154,BB_01_F03_31_Bedroom_01,room,Bedroom1,private,31,3,1,41.467273,17.335273,19.4182,33.325,8.6
BB_01,155,BB_01_F03_31_Hall_01,room,Hall,circulation,31,3,1,43.810909,12.567273,20.9455,32.4,8.6
BB_01,156,BB_01_F01_15_Kitchen_01,room,Kitchen,private,15,1,0,33.015238,11.588063,19.1778,33.4643,5.4
BB_01,157,BB_01_F01_15_Living_01,room,Living,private,15,1,0,75.697778,43.178667,22.3944,32.4,5.4
BB_01,158,BB_01_F03_31_Kitchen_01,room,Kitchen,private,31,3,1,22.430182,5.317236,22.6773,30.37,8.6
BB_01,159,BB_01_F03_31_Bedroom_02,room,Bedroom2,private,31,3,1,34.845818,13.508655,22.6773,31.88,8.6
BB_01,160,BB_01_F03_31_Living_01,room,Living,private,31,3,1,33.756727,12.790109,22.6773,33.91,8.6
BB_01,161,BB_01_CORRIDOR_0,corridor,Corridor,circulation,,0,0,0.0,0.0,12.0,6.0,5.4
BB_01,162,BB_01_CORRIDOR_1,corridor,Corridor,circulation,,1,1,0.0,0.0,12.0,6.0,8.6
BB_01,163,BB_01_CORRIDOR_2,corridor,Corridor,circulation,,0,0,0.0,0.0,5.6,6.0,5.4
BB_01,164,BB_01_CORRIDOR_3,corridor,Corridor,circulation,,0,0,0.0,0.0,18.4,6.0,5.4
BB_01,165,BB_01_CORRIDOR_4,corridor,Corridor,circulation,,1,1,0.0,0.0,5.6,6.0,8.6
BB_01,166,BB_01_CORRIDOR_5,corridor,Corridor,circulation,,1,1,0.0,0.0,18.4,6.0,8.6
BB_01,167,BB_01_CORRIDOR_6,corridor,Corridor,circulation,,0,0,0.0,0.0,12.0,29.0,5.4
BB_01,168,BB_01_CORRIDOR_7,corridor,Corridor,circulation,,1,1,0.0,0.0,12.0,29.0,8.6
BB_01,169,BB_01_CORRIDOR_8,corridor,Corridor,circulation,,0,0,0.0,0.0,5.6,29.0,5.4
BB_01,170,BB_01_CORRIDOR_9,corridor,Corridor,circulation,,0,0,0.0,0.0,18.4,29.0,5.4
BB_01,171,BB_01_CORRIDOR_10,corridor,Corridor,circulation,,1,1,0.0,0.0,5.6,29.0,8.6
BB_01,172,BB_01_CORRIDOR_11,corridor,Corridor,circulation,,1,1,0.0,0.0,18.4,29.0,8.6
BB_01,173,BB_01_CORE_0,core,Core,circulation,,0,0,0.0,0.0,12.0,17.5,5.4
BB_01,174,BB_01_CORE_1,core,Core,circulation,,1,1,0.0,0.0,12.0,17.5,8.6
